"Step","wild-sweep-1 - task_score","wild-sweep-1 - task_score__MIN","wild-sweep-1 - task_score__MAX"
"368","0.09004815186422938","0.09004815186422938","0.09004815186422938"
"371","0.1912987206632478","0.1912987206632478","0.1912987206632478"
"374","0.22175675748597695","0.22175675748597695","0.22175675748597695"
"377","0.21997249587495785","0.21997249587495785","0.21997249587495785"
"380","0.3104363156103506","0.3104363156103506","0.3104363156103506"
"383","0.49333148081487627","0.49333148081487627","0.49333148081487627"
"386","0.09126431714223965","0.09126431714223965","0.09126431714223965"
"389","0.42907028442687684","0.42907028442687684","0.42907028442687684"
"392","0.12365963338101238","0.12365963338101238","0.12365963338101238"
"395","0.4249731687812802","0.4249731687812802","0.4249731687812802"
"398","0.1965923227335118","0.1965923227335118","0.1965923227335118"
"401","0.20330125781751154","0.20330125781751154","0.20330125781751154"
"404","0.2482753455873607","0.2482753455873607","0.2482753455873607"
"407","0.14436806151118933","0.14436806151118933","0.14436806151118933"
"410","0.3342625854184641","0.3342625854184641","0.3342625854184641"
"413","0.18370279340126422","0.18370279340126422","0.18370279340126422"
"416","0.29678145037716885","0.29678145037716885","0.29678145037716885"
"419","0.6124914803672765","0.6124914803672765","0.6124914803672765"
"422","0.5354840712517788","0.5354840712517788","0.5354840712517788"
"425","0.49019084415353475","0.49019084415353475","0.49019084415353475"
"428","0.44555201596819155","0.44555201596819155","0.44555201596819155"
"431","0.42162601074113826","0.42162601074113826","0.42162601074113826"
"434","0.5550017185037265","0.5550017185037265","0.5550017185037265"
"437","0.21168595631794357","0.21168595631794357","0.21168595631794357"
"440","0.18576752166128147","0.18576752166128147","0.18576752166128147"
"443","0.5082579818479382","0.5082579818479382","0.5082579818479382"
"446","0.20657192239667477","0.20657192239667477","0.20657192239667477"
"449","0.25073863860989576","0.25073863860989576","0.25073863860989576"
"452","0.14209776810274297","0.14209776810274297","0.14209776810274297"
"455","0.7746520788795174","0.7746520788795174","0.7746520788795174"
"458","0.42995192180598896","0.42995192180598896","0.42995192180598896"
"461","0.23624265193607946","0.23624265193607946","0.23624265193607946"
"464","0.46678982650358203","0.46678982650358203","0.46678982650358203"
"467","0.2459481139464168","0.2459481139464168","0.2459481139464168"
"470","0.46091059532700557","0.46091059532700557","0.46091059532700557"
"473","0.720645533510929","0.720645533510929","0.720645533510929"
"476","0.30068289496756945","0.30068289496756945","0.30068289496756945"
"479","0.2771946348349033","0.2771946348349033","0.2771946348349033"
"482","0.7214656231355943","0.7214656231355943","0.7214656231355943"
"485","0.2490707578153818","0.2490707578153818","0.2490707578153818"
"488","0.27069106010868776","0.27069106010868776","0.27069106010868776"
"491","0.43938990566007874","0.43938990566007874","0.43938990566007874"
"494","0.40166710680730383","0.40166710680730383","0.40166710680730383"
"497","0.18129551555095644","0.18129551555095644","0.18129551555095644"
"500","0.2690838711336102","0.2690838711336102","0.2690838711336102"
"503","0.6596762670417531","0.6596762670417531","0.6596762670417531"
"506","0.21499734948534305","0.21499734948534305","0.21499734948534305"
"509","0.6071345201499315","0.6071345201499315","0.6071345201499315"
"512","0.14359935580432048","0.14359935580432048","0.14359935580432048"
"515","0.26100407676196985","0.26100407676196985","0.26100407676196985"
"518","0.04265811562804931","0.04265811562804931","0.04265811562804931"
"521","0.4411054358236234","0.4411054358236234","0.4411054358236234"
"524","0.11004599574668289","0.11004599574668289","0.11004599574668289"
"527","0.43469840583894737","0.43469840583894737","0.43469840583894737"
