"Step","wild-sweep-1 - language_score","wild-sweep-1 - language_score__MIN","wild-sweep-1 - language_score__MAX"
"293","0.1911338341570189","0.1911338341570189","0.1911338341570189"
"296","0.18368347890835873","0.18368347890835873","0.18368347890835873"
"299","0.22793225221476016","0.22793225221476016","0.22793225221476016"
"302","0.1627175826177224","0.1627175826177224","0.1627175826177224"
"305","0.17988492340641993","0.17988492340641993","0.17988492340641993"
"308","0.22892764786322098","0.22892764786322098","0.22892764786322098"
"311","0.22433239354079995","0.22433239354079995","0.22433239354079995"
"314","0.14348978127138234","0.14348978127138234","0.14348978127138234"
"317","0.18436101793266516","0.18436101793266516","0.18436101793266516"
"320","0.23260838394122127","0.23260838394122127","0.23260838394122127"
"323","0.20872015434647304","0.20872015434647304","0.20872015434647304"
"326","0.24555340819808155","0.24555340819808155","0.24555340819808155"
"329","0.17377493805459593","0.17377493805459593","0.17377493805459593"
"332","0.2034277114137984","0.2034277114137984","0.2034277114137984"
"335","0.271515137870101","0.271515137870101","0.271515137870101"
"338","0.1503065448131132","0.1503065448131132","0.1503065448131132"
"341","0.17365683524811681","0.17365683524811681","0.17365683524811681"
"344","0.14406294086824684","0.14406294086824684","0.14406294086824684"
"347","0.19549868471055454","0.19549868471055454","0.19549868471055454"
"350","0.19176315904075686","0.19176315904075686","0.19176315904075686"
"353","0.2434463345681001","0.2434463345681001","0.2434463345681001"
"356","0.18605344837675372","0.18605344837675372","0.18605344837675372"
"359","0.1370395721460279","0.1370395721460279","0.1370395721460279"
"362","0.18464820964826972","0.18464820964826972","0.18464820964826972"
"365","0.13906419078937537","0.13906419078937537","0.13906419078937537"
"368","0.17699782793165225","0.17699782793165225","0.17699782793165225"
"371","0.14701436106052676","0.14701436106052676","0.14701436106052676"
"374","0.20650107538547824","0.20650107538547824","0.20650107538547824"
"377","0.09978104254478898","0.09978104254478898","0.09978104254478898"
"380","0.1993705159514669","0.1993705159514669","0.1993705159514669"
"383","0.21824110947061695","0.21824110947061695","0.21824110947061695"
"386","0.1925691498078315","0.1925691498078315","0.1925691498078315"
"389","0.17300627985982991","0.17300627985982991","0.17300627985982991"
"392","0.1832479199701128","0.1832479199701128","0.1832479199701128"
"395","0.18558812954342319","0.18558812954342319","0.18558812954342319"
"398","0.22172533370359476","0.22172533370359476","0.22172533370359476"
"401","0.14676125126368506","0.14676125126368506","0.14676125126368506"
"404","0.11180478359979101","0.11180478359979101","0.11180478359979101"
"407","0.14209392907462026","0.14209392907462026","0.14209392907462026"
"410","0.15897169012076898","0.15897169012076898","0.15897169012076898"
"413","0.17763696620022895","0.17763696620022895","0.17763696620022895"
"416","0.1892938461643375","0.1892938461643375","0.1892938461643375"
"419","0.152877188362265","0.152877188362265","0.152877188362265"
"422","0.0964092041293597","0.0964092041293597","0.0964092041293597"
"425","0.12352403696265062","0.12352403696265062","0.12352403696265062"
"428","0.12484559155436904","0.12484559155436904","0.12484559155436904"
"431","0.1438322647464445","0.1438322647464445","0.1438322647464445"
"434","0.11167569284291466","0.11167569284291466","0.11167569284291466"
"437","0.1722847927820485","0.1722847927820485","0.1722847927820485"
"440","0.25248767502203634","0.25248767502203634","0.25248767502203634"
"443","0.09255727916251633","0.09255727916251633","0.09255727916251633"
"446","0.16888970351197805","0.16888970351197805","0.16888970351197805"
"449","0.11540553645630894","0.11540553645630894","0.11540553645630894"
"452","0.15401323427106894","0.15401323427106894","0.15401323427106894"
"455","0.15126390022212835","0.15126390022212835","0.15126390022212835"
"458","0.18824948688128654","0.18824948688128654","0.18824948688128654"
"461","0.10682691652307832","0.10682691652307832","0.10682691652307832"
"464","0.18386278785154703","0.18386278785154703","0.18386278785154703"
"467","0.251721265208555","0.251721265208555","0.251721265208555"
"470","0.19337122736443196","0.19337122736443196","0.19337122736443196"
"473","0.1397548385730139","0.1397548385730139","0.1397548385730139"
"476","0.06387952575085998","0.06387952575085998","0.06387952575085998"
"479","0.08364360184957417","0.08364360184957417","0.08364360184957417"
"482","0.14848606500659078","0.14848606500659078","0.14848606500659078"
"485","0.20397994478934006","0.20397994478934006","0.20397994478934006"
"488","0.0786200591051091","0.0786200591051091","0.0786200591051091"
"491","0.1640959691580596","0.1640959691580596","0.1640959691580596"
"494","0.10586183320420697","0.10586183320420697","0.10586183320420697"
"497","0.12812728069028043","0.12812728069028043","0.12812728069028043"
"500","0.1850821895839642","0.1850821895839642","0.1850821895839642"
"503","0.13258046793969464","0.13258046793969464","0.13258046793969464"
"506","0.06320416619542965","0.06320416619542965","0.06320416619542965"
"509","0.13345685403584606","0.13345685403584606","0.13345685403584606"
"512","0.06439762384991621","0.06439762384991621","0.06439762384991621"
"515","0.107958924436629","0.107958924436629","0.107958924436629"
"518","0.08667997033212728","0.08667997033212728","0.08667997033212728"
"521","0.1446936695702422","0.1446936695702422","0.1446936695702422"
"524","0.1143155085630396","0.1143155085630396","0.1143155085630396"
"527","0.09202501382179203","0.09202501382179203","0.09202501382179203"
